Accession	BioProjects	BioSample accession	Completeness	Gene count	Geographic Location	Geographic Region	Geographic State	Host Common Name	Host Infraspecific Names Breed	Host Infraspecific Names Cultivar	Host Infraspecific Names Ecotype	Host Infraspecific Names Isolate	Host Infraspecific Names Sex	Host Infraspecific Names Strain	Host Name	Host Pangolin Classification	Host Taxonomic ID	Is Annotated	Is Complete	Is Lab Host	Is Vaccine Strain	Isolate Collection date	Isolate Lineage	Isolate Lineage source	Lab Host	Length	Mature peptide count	Molecule type	Nucleotide completeness	Protein count	Purpose of Sampling	Release date	Segment	Source database	SRA Accessions	Submitter Affiliation	Submitter Country	Submitter Names	Update date	Virus Common Name	Virus Infraspecific Names Breed	Virus Infraspecific Names Cultivar	Virus Infraspecific Names Ecotype	Virus Infraspecific Names Isolate	Virus Infraspecific Names Sex	Virus Infraspecific Names Strain	Virus Name	Virus Pangolin Classification	Virus Taxonomic ID
KU529639.1			PARTIAL	1	France	Europe									Homo sapiens		9606	true				2011	TK_ORF36_VZV74			1026				1		2016-04-04T00:00:00Z		GenBank		AP-HP, Hopitaux Universitaires Pitie Salpetriere Charles Foix, Service de Virologie	France	Perrier,M.,Desire,N.,Deback,C.,Agut,H.,Boutolleau,D.,Burrel,S.	2016-04-04T00:00:00Z								Human alphaherpesvirus 3		10335
KU529640.1			PARTIAL	1	France	Europe									Homo sapiens		9606	true				2011	TK_ORF36_VZV75			1026				1		2016-04-04T00:00:00Z		GenBank		AP-HP, Hopitaux Universitaires Pitie Salpetriere Charles Foix, Service de Virologie	France	Perrier,M.,Desire,N.,Deback,C.,Agut,H.,Boutolleau,D.,Burrel,S.	2016-04-04T00:00:00Z								Human alphaherpesvirus 3		10335
KU529641.1			PARTIAL	1	France	Europe									Homo sapiens		9606	true				2011	TK_ORF36_VZV76			1026				1		2016-04-04T00:00:00Z		GenBank		AP-HP, Hopitaux Universitaires Pitie Salpetriere Charles Foix, Service de Virologie	France	Perrier,M.,Desire,N.,Deback,C.,Agut,H.,Boutolleau,D.,Burrel,S.	2016-04-04T00:00:00Z								Human alphaherpesvirus 3		10335
KU529642.1			PARTIAL	1	France	Europe									Homo sapiens		9606	true				2009	TK_ORF36_VZV77			1026				1		2016-04-04T00:00:00Z		GenBank		AP-HP, Hopitaux Universitaires Pitie Salpetriere Charles Foix, Service de Virologie	France	Perrier,M.,Desire,N.,Deback,C.,Agut,H.,Boutolleau,D.,Burrel,S.	2016-04-04T00:00:00Z								Human alphaherpesvirus 3		10335
KU529643.1			PARTIAL	1	France	Europe									Homo sapiens		9606	true				2011	TK_ORF36_VZV78			1026				1		2016-04-04T00:00:00Z		GenBank		AP-HP, Hopitaux Universitaires Pitie Salpetriere Charles Foix, Service de Virologie	France	Perrier,M.,Desire,N.,Deback,C.,Agut,H.,Boutolleau,D.,Burrel,S.	2016-04-04T00:00:00Z								Human alphaherpesvirus 3		10335
KU529644.1			PARTIAL	1	France	Europe									Homo sapiens		9606	true				2009	TK_ORF36_VZV79			1026				1		2016-04-04T00:00:00Z		GenBank		AP-HP, Hopitaux Universitaires Pitie Salpetriere Charles Foix, Service de Virologie	France	Perrier,M.,Desire,N.,Deback,C.,Agut,H.,Boutolleau,D.,Burrel,S.	2016-04-04T00:00:00Z								Human alphaherpesvirus 3		10335
KU529645.1			PARTIAL	1	France	Europe									Homo sapiens		9606	true				2009	TK_ORF36_VZV80			1026				1		2016-04-04T00:00:00Z		GenBank		AP-HP, Hopitaux Universitaires Pitie Salpetriere Charles Foix, Service de Virologie	France	Perrier,M.,Desire,N.,Deback,C.,Agut,H.,Boutolleau,D.,Burrel,S.	2016-04-04T00:00:00Z								Human alphaherpesvirus 3		10335
KU529646.1			PARTIAL	1	France	Europe									Homo sapiens		9606	true				2010	TK_ORF36_VZV81			1026				1		2016-04-04T00:00:00Z		GenBank		AP-HP, Hopitaux Universitaires Pitie Salpetriere Charles Foix, Service de Virologie	France	Perrier,M.,Desire,N.,Deback,C.,Agut,H.,Boutolleau,D.,Burrel,S.	2016-04-04T00:00:00Z								Human alphaherpesvirus 3		10335
KU529647.1			PARTIAL	1	France	Europe									Homo sapiens		9606	true				2009	TK_ORF36_VZV82			1026				1		2016-04-04T00:00:00Z		GenBank		AP-HP, Hopitaux Universitaires Pitie Salpetriere Charles Foix, Service de Virologie	France	Perrier,M.,Desire,N.,Deback,C.,Agut,H.,Boutolleau,D.,Burrel,S.	2016-04-04T00:00:00Z								Human alphaherpesvirus 3		10335
KU529648.1			PARTIAL	1	France	Europe									Homo sapiens		9606	true				2010	TK_ORF36_VZV83			1026				1		2016-04-04T00:00:00Z		GenBank		AP-HP, Hopitaux Universitaires Pitie Salpetriere Charles Foix, Service de Virologie	France	Perrier,M.,Desire,N.,Deback,C.,Agut,H.,Boutolleau,D.,Burrel,S.	2016-04-04T00:00:00Z								Human alphaherpesvirus 3		10335
KU529649.1			PARTIAL	1	France	Europe									Homo sapiens		9606	true				2010	TK_ORF36_VZV84			1026				1		2016-04-04T00:00:00Z		GenBank		AP-HP, Hopitaux Universitaires Pitie Salpetriere Charles Foix, Service de Virologie	France	Perrier,M.,Desire,N.,Deback,C.,Agut,H.,Boutolleau,D.,Burrel,S.	2016-04-04T00:00:00Z								Human alphaherpesvirus 3		10335
KU926311.1			COMPLETE	74	South Korea	Asia												true				2014	ATCC VR-1367			124789				74		2016-07-17T00:00:00Z		GenBank		Chungbuk National University, Microbiology	Korea	Jeon,J.S.,Won,Y.H.,Kim,I.K.,Ahn,J.H.,Shin,O.S.,Kim,J.H.,Lee,C.H.	2016-07-17T00:00:00Z								Human alphaherpesvirus 3		10335
KU926312.1			COMPLETE	74	South Korea	Asia												true				2013	Suduvax Lot No. 08-027			124767				74		2016-07-17T00:00:00Z		GenBank		Chungbuk National University, Microbiology	Korea	Jeon,J.S.,Won,Y.H.,Kim,I.K.,Ahn,J.H.,Shin,O.S.,Kim,J.H.,Lee,C.H.	2016-07-17T00:00:00Z								Human alphaherpesvirus 3		10335
KU926313.1			COMPLETE	74	South Korea	Asia												true				2012	Varilrix Lot No. A70CB482A			124825				74		2016-07-17T00:00:00Z		GenBank		Chungbuk National University, Microbiology	Korea	Jeon,J.S.,Won,Y.H.,Kim,I.K.,Ahn,J.H.,Shin,O.S.,Kim,J.H.,Lee,C.H.	2016-07-17T00:00:00Z								Human alphaherpesvirus 3		10335
KU926314.1			COMPLETE	74	South Korea	Asia												true				2012	Varivax Lot No. R1291			124816				74		2016-07-17T00:00:00Z		GenBank		Chungbuk National University, Microbiology	Korea	Jeon,J.S.,Won,Y.H.,Kim,I.K.,Ahn,J.H.,Shin,O.S.,Kim,J.H.,Lee,C.H.	2016-07-17T00:00:00Z								Human alphaherpesvirus 3		10335
KU926315.1			COMPLETE	74	South Korea	Asia									Homo sapiens		9606	true				2012	YC01			125135				74		2016-07-17T00:00:00Z		GenBank		Chungbuk National University, Microbiology	Korea	Jeon,J.S.,Won,Y.H.,Kim,I.K.,Ahn,J.H.,Shin,O.S.,Kim,J.H.,Lee,C.H.	2016-07-17T00:00:00Z								Human alphaherpesvirus 3		10335
KU926316.1			COMPLETE	74	South Korea	Asia									Homo sapiens		9606	true				2012	YC01			125134				74		2016-07-17T00:00:00Z		GenBank		Chungbuk National University, Microbiology	Korea	Jeon,J.S.,Won,Y.H.,Kim,I.K.,Ahn,J.H.,Shin,O.S.,Kim,J.H.,Lee,C.H.	2016-07-17T00:00:00Z								Human alphaherpesvirus 3		10335
KU926317.1			COMPLETE	74	South Korea	Asia									Homo sapiens		9606	true				2012	YC01			125138				74		2016-07-17T00:00:00Z		GenBank		Chungbuk National University, Microbiology	Korea	Jeon,J.S.,Won,Y.H.,Kim,I.K.,Ahn,J.H.,Shin,O.S.,Kim,J.H.,Lee,C.H.	2016-07-17T00:00:00Z								Human alphaherpesvirus 3		10335
KU926318.1			COMPLETE	74	South Korea	Asia									Homo sapiens		9606	true				2012	YC01			125120				72		2016-07-17T00:00:00Z		GenBank		Chungbuk National University, Microbiology	Korea	Jeon,J.S.,Won,Y.H.,Kim,I.K.,Ahn,J.H.,Shin,O.S.,Kim,J.H.,Lee,C.H.	2016-07-17T00:00:00Z								Human alphaherpesvirus 3		10335
KU926319.1			COMPLETE	74	South Korea	Asia									Homo sapiens		9606	true				2012	YC02			125121				74		2016-07-17T00:00:00Z		GenBank		Chungbuk National University, Microbiology	Korea	Jeon,J.S.,Won,Y.H.,Kim,I.K.,Ahn,J.H.,Shin,O.S.,Kim,J.H.,Lee,C.H.	2016-07-17T00:00:00Z								Human alphaherpesvirus 3		10335
KU926320.1			COMPLETE	74	South Korea	Asia									Homo sapiens		9606	true				2012	YC02			125131				74		2016-07-17T00:00:00Z		GenBank		Chungbuk National University, Microbiology	Korea	Jeon,J.S.,Won,Y.H.,Kim,I.K.,Ahn,J.H.,Shin,O.S.,Kim,J.H.,Lee,C.H.	2016-07-17T00:00:00Z								Human alphaherpesvirus 3		10335
KU926321.1			COMPLETE	74	South Korea	Asia									Homo sapiens		9606	true				2012	YC03			125150				74		2016-07-17T00:00:00Z		GenBank		Chungbuk National University, Microbiology	Korea	Jeon,J.S.,Won,Y.H.,Kim,I.K.,Ahn,J.H.,Shin,O.S.,Kim,J.H.,Lee,C.H.	2016-07-17T00:00:00Z								Human alphaherpesvirus 3		10335
KU926322.1			COMPLETE	74	South Korea	Asia									Homo sapiens		9606	true				2012	YC03			125141				74		2016-07-17T00:00:00Z		GenBank		Chungbuk National University, Microbiology	Korea	Jeon,J.S.,Won,Y.H.,Kim,I.K.,Ahn,J.H.,Shin,O.S.,Kim,J.H.,Lee,C.H.	2016-07-17T00:00:00Z								Human alphaherpesvirus 3		10335
KX262864.1			PARTIAL	73	United Kingdom	Europe									Homo sapiens		9606	true				2013-03-08	Var/Cli/UK/Ves/0803/2013			124852				73		2016-09-13T00:00:00Z		GenBank		University College London, Division of Infection and Immunity	United Kingdom	Depledge,D.P.,Brown,J.,Macanovic,J.,Underhill,G.,Breuer,J.	2016-09-13T00:00:00Z								Human alphaherpesvirus 3		10335
KX262865.1			PARTIAL	73	United Kingdom	Europe									Homo sapiens		9606	true				2013-10-13	Var/Cli/UK/Ves/1310/2013			124862				73		2016-09-13T00:00:00Z		GenBank		University College London, Division of Infection and Immunity	United Kingdom	Depledge,D.P.,Brown,J.,Macanovic,J.,Underhill,G.,Breuer,J.	2016-09-13T00:00:00Z								Human alphaherpesvirus 3		10335
KX262866.1			PARTIAL	73	United Kingdom	Europe									Homo sapiens		9606	true				2013-09-29	Var/Cli/UK/Ves/2909/2013			124873				73		2016-09-13T00:00:00Z		GenBank		University College London, Division of Infection and Immunity	United Kingdom	Depledge,D.P.,Brown,J.,Macanovic,J.,Underhill,G.,Breuer,J.	2016-09-13T00:00:00Z								Human alphaherpesvirus 3		10335
KX352173.1			PARTIAL	1	Brazil: Para, Ananindeua	South America									Homo sapiens		9606	true				2011	VZVs/Belem.BRA/51.11/Z[1or3]			436				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352174.1			PARTIAL	1	Brazil: Para, Belem	South America									Homo sapiens		9606	true				2012	VZVs/Ananindeua.BRA/07.12/V[1or3]			448				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352175.1			PARTIAL	1	Brazil: Para, Belem	South America									Homo sapiens		9606	true				2012	VZVs/Belem.BRA/08.12/V[1or3]			448				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352176.1			PARTIAL	1	Brazil: Para, Ananindeua	South America									Homo sapiens		9606	true				2012	VZVs/Ananindeua.BRA/10.12/Z[1or3]			448				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352177.1			PARTIAL	1	Brazil: Para, Ananindeua	South America									Homo sapiens		9606	true				2012	VZVs/Ananindeua.BRA/18.12/V[1or3]			448				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352178.1			PARTIAL	1	Brazil: Para, Belem	South America									Homo sapiens		9606	true				2012	VZVs/Belem.BRA/18.12/V[1or3]			448				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352179.1			PARTIAL	1	Brazil: Para, Ananindeua	South America									Homo sapiens		9606	true				2012	VZVs/Ananindeua.BRA/18.12(2)/V[1or3]			448				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352180.1			PARTIAL	1	Brazil: Para, Ananindeua	South America									Homo sapiens		9606	true				2012	VZVs/Ananindeua.BRA/18.12(3)/V[1or3]			393				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352181.1			PARTIAL	1	Brazil: Para, Ananindeua	South America									Homo sapiens		9606	true				2012	VZVs/Ananindeua.BRA/18.12/V[5]			448				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352182.1			PARTIAL	1	Brazil: Para, Belem	South America									Homo sapiens		9606	true				2012	VZVs/Belem.BRA/26.12/V[1or3]			448				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352183.1			PARTIAL	1	Brazil: Para, Ananindeua	South America									Homo sapiens		9606	true				2012	VZVs/Ananindeua.BRA/26.12/V[5]			448				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352184.1			PARTIAL	1	Brazil: Para, Ananindeua	South America									Homo sapiens		9606	true				2012	VZVs/Ananindeua.BRA/28.12/V[1or3]			448				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352185.1			PARTIAL	1	Brazil: Para, Marituba	South America									Homo sapiens		9606	true				2012	VZVs/Marituba.BRA/30.12/V[1or3]			448				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352186.1			PARTIAL	1	Brazil: Para, Ananindeua	South America									Homo sapiens		9606	true				2011	VZVs/Belem.BRA/51.11/Z[1or3]			351				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352187.1			PARTIAL	1	Brazil: Para, Belem	South America									Homo sapiens		9606	true				2012	VZVs/Ananindeua.BRA/07.12/V[1or3]			351				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352188.1			PARTIAL	1	Brazil: Para, Belem	South America									Homo sapiens		9606	true				2012	VZVs/Belem.BRA/08.12/V[1or3]			351				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352189.1			PARTIAL	1	Brazil: Para, Ananindeua	South America									Homo sapiens		9606	true				2012	VZVs/Ananindeua.BRA/10.12/Z[1or3]			351				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352190.1			PARTIAL	1	Brazil: Para, Ananindeua	South America									Homo sapiens		9606	true				2012	VZVs/Ananindeua.BRA/18.12/V[1or3]			351				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352191.1			PARTIAL	1	Brazil: Para, Belem	South America									Homo sapiens		9606	true				2012	VZVs/Belem.BRA/18.12/V[1or3]			351				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352192.1			PARTIAL	1	Brazil: Para, Ananindeua	South America									Homo sapiens		9606	true				2012	VZVs/Ananindeua.BRA/18.12(2)/V[1or3]			351				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352193.1			PARTIAL	1	Brazil: Para, Ananindeua	South America									Homo sapiens		9606	true				2012	VZVs/Ananindeua.BRA/18.12(3)/V[1or3]			351				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352194.1			PARTIAL	1	Brazil: Para, Ananindeua	South America									Homo sapiens		9606	true				2012	VZVs/Ananindeua.BRA/18.12/V[5]			351				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352195.1			PARTIAL	1	Brazil: Para, Belem	South America									Homo sapiens		9606	true				2012	VZVs/Belem.BRA/26.12/V[1or3]			351				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352196.1			PARTIAL	1	Brazil: Para, Ananindeua	South America									Homo sapiens		9606	true				2012	VZVs/Ananindeua.BRA/26.12/V[5]			351				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352197.1			PARTIAL	1	Brazil: Para, Ananindeua	South America									Homo sapiens		9606	true				2012	VZVs/Ananindeua.BRA/28.12/V[1or3]			351				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352198.1			PARTIAL	1	Brazil: Para, Marituba	South America									Homo sapiens		9606	true				2012	VZVs/Marituba.BRA/30.12/V[1or3]			351				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352199.1			PARTIAL	1	Brazil: Para, Ananindeua	South America									Homo sapiens		9606	true				2011	VZVs/Belem.BRA/51.11/Z[1or3]			223				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352200.1			PARTIAL	1	Brazil: Para, Belem	South America									Homo sapiens		9606	true				2012	VZVs/Ananindeua.BRA/07.12/V[1or3]			223				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352201.1			PARTIAL	1	Brazil: Para, Belem	South America									Homo sapiens		9606	true				2012	VZVs/Belem.BRA/08.12/V[1or3]			223				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352202.1			PARTIAL	1	Brazil: Para, Ananindeua	South America									Homo sapiens		9606	true				2012	VZVs/Ananindeua.BRA/10.12/Z[1or3]			223				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352203.1			PARTIAL	1	Brazil: Para, Ananindeua	South America									Homo sapiens		9606	true				2012	VZVs/Ananindeua.BRA/18.12/V[1or3]			223				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352204.1			PARTIAL	1	Brazil: Para, Belem	South America									Homo sapiens		9606	true				2012	VZVs/Belem.BRA/18.12/V[1or3]			223				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352205.1			PARTIAL	1	Brazil: Para, Ananindeua	South America									Homo sapiens		9606	true				2012	VZVs/Ananindeua.BRA/18.12(2)/V[1or3]			223				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352206.1			PARTIAL	1	Brazil: Para, Ananindeua	South America									Homo sapiens		9606	true				2012	VZVs/Ananindeua.BRA/18.12(3)/V[1or3]			223				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352207.1			PARTIAL	1	Brazil: Para, Ananindeua	South America									Homo sapiens		9606	true				2012	VZVs/Ananindeua.BRA/18.12/V[5]			223				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
